id,amount_tsh,gps_height,installer,longitude,latitude,basin,subvillage,region,region_code,district_code,lga,ward,population,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
3862,0,0,305,33.15313151,-3.85377092,0,8235,17,17,3,104,1838,0,7,1,0,9,6,3,7,4,0,2,6,2,2,2,0,1,1,2,1
4086,100,-9,61,39.25864434,-8.49829473,7,6622,7,80,9,37,1841,230,0,1,2007,8,5,1,4,0,4,5,4,4,2,2,7,5,0,4,3
9644,0,0,222,31.1040368,-1.49616899,4,7226,4,18,1,26,1479,0,0,1,0,3,1,0,1,1,0,2,6,2,3,3,5,3,1,1,1
7967,0,101,55,40.03887091,-10.69243269,7,3467,12,99,1,77,684,355,7,1,2012,7,4,2,7,4,6,6,6,2,1,1,3,0,0,2,1
2488,20,997,222,36.81234012,-3.48114572,5,4315,0,2,2,0,1493,100,7,1,2000,3,1,0,7,4,4,5,6,2,2,2,8,6,0,1,1
1972,0,0,222,0,-2.00E-08,4,5928,17,17,1,5,161,0,9,0,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
10121,20000,-17,0,39.66392426,-7.91082067,6,3989,14,60,15,53,632,20,7,0,0,13,10,5,7,4,3,1,6,2,1,1,8,6,0,1,1
7136,3600,1974,222,34.47844272,-9.17035635,6,3728,3,11,3,91,1939,15,7,1,2007,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
2983,7500,689,235,37.47840544,-3.81997157,5,6623,6,3,2,84,693,320,4,0,2012,2,8,2,4,0,2,0,7,5,1,1,0,1,1,1,1
9794,0,1159,222,31.18939888,-6.38000351,2,527,15,15,1,75,1562,50,11,1,1972,3,1,0,8,0,0,2,6,2,1,1,8,6,0,1,1
14232,50,1341,222,37.20380754,-4.45664751,5,6631,8,21,4,108,1655,200,11,1,2012,13,10,5,8,0,4,5,6,2,1,1,3,0,0,1,1
5144,0,0,198,33.35223501,-8.98481967,2,4339,10,12,2,60,421,0,7,1,0,3,1,0,11,4,5,3,6,2,0,0,6,4,1,1,1
2491,0,0,305,33.49327218,-7.14323468,2,3388,10,12,1,13,486,0,7,1,0,14,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3
2030,0,366,716,36.86877888,-8.98517321,6,5532,11,5,4,122,1081,230,0,1,2007,14,11,1,1,1,0,2,6,2,1,1,7,5,0,4,3
9693,500,1815,222,34.52211831,-9.16283345,6,4692,3,11,4,91,359,58,8,1,1993,3,1,0,10,4,3,1,6,2,1,1,6,4,1,1,1
8921,0,477,371,37.04713094,-6.83028881,8,6185,11,5,1,36,891,130,4,1,2009,13,10,5,4,0,0,2,6,2,1,1,3,0,0,1,1
3564,600,1200,546,34.08830425,-1.11564375,4,4040,9,20,6,118,1822,358,4,0,1985,13,10,5,7,4,3,1,6,2,1,1,2,4,1,2,1
13504,0,0,168,35.86736139,-5.96777185,8,4098,2,1,5,14,153,0,7,0,0,7,4,2,7,4,4,5,6,2,2,2,3,0,0,1,1
3650,0,0,344,33.47280676,-2.92251174,4,225,13,19,4,45,969,0,7,1,0,0,0,1,7,4,0,2,6,2,1,1,3,0,0,4,3
1663,50,0,305,37.70219891,-5.47896288,5,5130,20,4,7,33,1267,1,7,0,1975,6,10,5,7,4,4,5,6,2,2,2,3,0,0,1,1
6176,0,0,92,32.92589484,-2.49142469,4,2,13,19,8,67,1159,0,7,1,0,9,6,3,7,4,0,2,7,5,1,1,7,5,0,6,5
9857,3600,1973,222,34.47857962,-9.16952452,6,3728,3,11,3,91,1939,35,7,1,1975,3,1,0,7,4,2,0,6,2,0,0,8,6,0,1,1
10985,0,-22,614,39.37805298,-7.08136483,8,4693,14,60,13,69,1928,740,9,0,2010,8,5,1,11,4,0,2,6,2,1,1,7,5,0,6,5
2069,200,0,627,36.98554419,-6.13700925,8,3832,11,5,1,36,974,1150,7,1,2006,6,10,5,7,4,4,5,4,4,2,2,3,0,0,1,1
4523,0,0,222,31.84274802,-3.29574382,3,1269,17,17,5,9,1902,0,9,1,0,8,5,1,11,4,6,6,6,2,1,1,7,5,0,4,3
11481,0,0,0,33.65507608,-9.3138965,1,2251,10,12,4,100,1255,0,7,2,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
8503,0,125,284,39.26607932,-10.34074219,7,6747,7,80,10,47,1618,876,7,0,2011,4,2,1,3,2,0,2,4,4,1,1,3,0,0,4,3
14709,0,0,319,31.78145983,-2.47856061,4,7045,4,18,8,12,602,0,8,1,0,8,5,1,10,4,3,1,4,4,2,2,7,5,0,4,3
6465,0,0,222,0,-2.00E-08,4,4349,17,17,1,5,1576,0,9,0,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
10528,0,1606,875,37.96871523,-4.50202921,5,4939,6,3,3,101,1936,120,11,1,1996,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
10327,0,0,222,38.77382215,-4.75740423,5,2365,20,4,8,68,193,100,4,1,1996,3,1,0,4,0,0,2,4,4,1,1,4,2,2,1,1
8624,0,1474,0,34.53109288,-4.74918629,0,3842,18,13,2,109,1759,1,7,2,1960,7,4,2,7,4,6,6,7,5,0,0,3,0,0,1,1
13396,0,0,385,32.56500588,-2.75248787,4,8226,13,19,5,102,1781,0,7,1,0,0,0,1,7,4,0,2,6,2,1,1,3,0,0,4,3
6437,0,1317,138,35.1522912,-3.96022216,0,8395,8,21,3,63,1946,275,3,1,1997,9,6,3,3,2,0,2,6,2,3,3,5,3,1,1,1
10802,0,0,319,30.70980442,-2.43477672,4,5626,4,18,11,89,1503,0,7,0,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,6,5
9203,0,0,305,33.35000979,-8.57397012,2,7822,10,12,1,13,406,0,7,1,0,4,2,1,7,4,4,5,6,2,1,1,7,5,0,4,3
3468,20,-38,241,38.77619615,-6.04417854,8,1811,14,6,1,3,1170,200,7,1,2006,16,12,6,7,4,4,5,6,2,1,1,3,0,0,1,1
9244,50,18,1,39.19497725,-6.90709308,8,5510,1,7,2,20,735,120,9,0,2000,13,10,5,11,4,4,5,6,2,1,1,3,0,0,1,1
7530,100,341,859,38.18014864,-11.04026359,7,5744,12,90,17,87,1471,150,3,1,2011,4,2,1,3,2,4,5,4,4,2,2,3,0,0,4,3
1977,0,0,0,34.3639978,-8.7030493,6,2071,10,12,7,59,1707,0,10,1,0,3,1,0,9,4,0,2,6,2,3,3,6,4,1,1,1
14488,1000,1763,541,34.53166258,-9.77759093,1,5119,3,11,5,51,1203,45,7,0,1988,3,1,0,7,4,2,0,6,2,3,3,8,6,0,1,1
7337,0,1634,222,37.52183786,-3.26131695,5,5433,6,3,4,73,1003,45,7,1,1972,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
5769,0,0,222,0,-2.00E-08,4,2235,17,17,1,5,81,0,9,0,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
5235,0,0,222,0,-2.00E-08,4,3844,17,17,1,5,1949,0,9,0,0,8,5,1,11,4,1,4,5,4,2,2,7,5,0,4,3
9661,0,1501,0,34.58292378,-4.76333052,0,3768,18,13,2,109,1759,1,7,2,1980,9,6,3,7,4,6,6,7,5,0,0,7,5,0,6,5
2583,1000,678,867,36.96694817,-10.99836833,7,4779,16,10,1,120,1451,1,7,0,2001,12,7,1,7,4,2,0,6,2,1,1,3,0,0,4,3
9867,0,1535,0,34.84895806,-4.74311247,0,6698,18,13,2,109,668,1,7,2,1980,9,6,3,7,4,6,6,6,2,2,2,7,5,0,6,5
4254,500,1583,733,35.14318483,-9.25265093,6,1738,3,11,4,91,864,85,8,1,1975,3,1,0,10,4,3,1,6,2,1,1,6,4,1,1,1
13579,25,1545,222,31.03998209,-7.49980674,3,7779,15,15,3,92,1438,150,7,0,1988,4,2,1,6,3,4,5,4,4,1,1,3,0,0,4,3
10009,0,1510,130,34.34539203,-4.34544195,0,5161,18,13,1,23,669,145,3,1,2007,13,10,5,3,2,0,2,6,2,1,1,3,0,0,2,1
12529,0,0,222,31.39192336,-1.23296879,4,1846,4,18,7,66,527,0,7,1,0,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
9442,0,1740,222,31.26155483,-7.57898487,2,4352,15,15,3,92,133,1,7,0,1986,3,1,0,7,4,0,2,7,5,1,1,6,4,1,1,1
8904,30,64,222,38.66451672,-5.80317491,5,5532,20,4,5,95,1167,90,7,0,2009,13,10,5,7,4,4,5,4,4,2,2,3,0,0,1,1
10478,0,0,413,32.83863868,-8.93210457,2,1662,10,12,6,62,252,0,7,0,0,8,5,1,7,4,0,2,6,2,3,3,7,5,0,4,3
12084,0,0,1030,32.28248243,-4.44465093,3,7693,19,14,4,123,521,0,7,1,0,0,0,1,7,4,0,2,6,2,0,0,7,5,0,4,3
4575,0,91,222,38.75465902,-6.9280096,8,8014,14,6,3,39,1417,1,7,0,2007,5,3,1,7,4,0,2,6,2,1,1,3,0,0,4,3
14000,0,0,0,33.89696574,-9.29113204,1,3401,10,12,4,100,837,0,3,2,0,3,1,0,3,2,6,6,6,2,1,1,8,6,0,1,1
5871,0,0,996,33.19492677,-4.21258743,0,7085,19,14,1,94,1635,0,11,1,0,6,10,5,8,0,4,5,0,0,2,2,0,1,1,1,1
12873,0,0,220,31.80631045,-2.14431438,4,7233,4,18,3,81,1701,0,0,1,0,9,6,3,7,4,0,2,6,2,2,2,8,6,0,5,4
3704,0,327,811,37.5337283,-6.43306632,8,795,11,5,6,83,1346,1,7,1,2005,13,10,5,7,4,0,2,6,2,1,1,3,0,0,1,1
660,0,1157,422,34.08663715,-1.50162057,4,3326,9,20,6,97,716,3000,0,1,2011,9,6,3,7,4,6,6,4,4,1,1,7,5,0,4,3
14552,0,1283,222,32.98788956,-2.06387827,4,8414,13,19,1,121,1324,400,0,1,1988,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
3188,2400,1387,222,34.79703596,-8.64914456,6,7472,3,11,2,79,283,0,7,1,0,3,1,0,7,4,2,0,6,2,2,2,8,6,0,1,1
14797,0,0,996,34.26109176,-3.12448037,4,74,17,17,6,64,1381,0,9,1,0,8,5,1,11,4,0,2,6,2,2,2,7,5,0,4,3
3494,0,1798,222,35.29224023,-4.27316266,0,753,8,21,1,2,1864,400,7,1,1973,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
7463,500,1462,222,34.71207979,-8.86346677,6,3939,3,11,4,91,342,163,8,1,1978,3,1,0,10,4,3,1,6,2,1,1,6,4,1,1,1
9393,0,0,222,33.92334101,-3.71628884,0,256,17,17,8,40,1761,0,9,0,0,9,6,3,11,4,5,3,6,2,3,3,7,5,0,4,3
14241,0,1577,684,36.72086623,-3.34068816,5,7824,0,2,2,0,1653,150,7,1,2009,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
2427,0,1389,305,34.68084511,-2.15293896,4,5241,9,20,2,103,1475,300,9,1,1979,7,4,2,11,4,6,6,4,4,2,2,3,0,0,2,1
5577,0,1377,746,30.91636353,-2.95070622,3,3165,5,16,1,30,1610,150,7,0,1988,3,1,0,7,4,6,6,6,2,1,1,8,6,0,2,1
7529,0,0,222,0,-2.00E-08,4,1576,17,17,1,5,1553,0,9,0,0,8,5,1,11,4,0,2,6,2,2,2,7,5,0,4,3
10346,0,0,222,0,-2.00E-08,4,6950,17,17,1,5,525,0,9,0,0,9,6,3,11,4,6,6,6,2,1,1,7,5,0,6,5
317,0,1449,486,37.11648361,-3.17690646,5,3851,6,3,7,106,1779,1,10,1,2002,9,6,3,9,4,3,1,6,2,1,1,4,2,2,6,5
3555,10,1074,105,37.13156863,-3.25841018,5,7892,6,3,5,16,1014,170,10,1,1999,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
3566,0,1113,495,38.38853476,-5.02721626,5,378,20,4,2,44,87,50,7,0,2008,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
5117,50,173,378,39.72257481,-10.73159765,7,4919,12,9,4,116,719,300,7,1,2006,4,2,1,7,4,4,5,6,2,1,1,3,0,0,4,3
3583,20,269,1010,38.41356445,-6.11886582,8,3867,14,6,1,3,1147,50,8,1,2009,6,10,5,10,4,4,5,6,2,1,1,6,4,1,1,1
1938,400,1505,928,35.51638933,-7.83524068,6,3597,3,11,1,24,1880,1,7,1,2009,14,11,1,7,4,2,0,6,2,0,0,3,0,0,4,3
2055,0,0,222,30.69322553,-1.26154132,4,2951,4,18,1,26,465,0,9,1,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
73,0,0,222,32.14908679,-3.60368268,3,3390,17,17,5,9,1030,0,7,1,0,8,5,1,7,4,6,6,6,2,1,1,7,5,0,4,3
5058,0,1260,171,36.97253697,-3.26404973,5,3286,0,2,7,65,659,150,7,1,1963,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1
2269,0,0,222,0,-2.00E-08,4,414,17,17,1,5,525,0,9,0,0,14,11,1,11,4,1,4,6,2,1,1,7,5,0,4,3
6126,0,1098,551,35.6070745,-10.74012093,7,5744,16,10,4,112,1809,800,2,1,2009,4,2,1,1,1,5,3,6,2,0,0,7,5,0,4,3
3729,30,1547,799,34.7285852,-4.26910294,0,1530,18,13,1,23,1489,232,9,1,2006,7,4,2,11,4,4,5,6,2,1,1,3,0,0,2,1
5531,0,296,170,36.92487042,-7.7357854,6,7142,11,5,3,35,1742,50,7,1,2000,3,1,0,7,4,0,2,6,2,3,3,6,4,1,1,1
9522,1000,1531,16,37.95159486,-4.40885868,5,8333,6,3,3,101,120,540,7,1,1998,3,1,0,7,4,5,3,6,2,1,1,8,6,0,2,1
2828,0,0,222,30.5297488,-2.53054285,4,7401,4,18,11,89,691,0,7,0,0,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
9339,0,98,29,39.01333555,-7.36827725,8,5554,14,60,13,69,1168,1500,7,0,2004,14,11,1,7,4,0,2,6,2,2,2,7,5,0,4,3
9913,0,366,222,36.86075873,-8.97018919,6,5350,11,5,4,122,1081,1,0,1,1978,9,6,3,7,4,3,1,6,2,2,2,7,5,0,6,5
14578,500,501,198,34.63074845,-11.03930325,1,3701,16,10,3,61,606,50,7,1,1992,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
4887,0,0,325,33.8314899,-5.05537227,0,3550,19,14,3,124,823,0,7,1,0,3,1,0,7,4,0,2,6,2,3,3,5,3,1,1,1
9944,0,406,498,38.20506968,-4.80853544,5,5645,20,4,2,44,1055,200,7,0,2006,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
5372,0,0,996,34.1442663,-3.07549775,4,2898,17,17,6,58,369,0,9,1,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
5919,0,1355,305,34.97985993,-10.98629116,7,4998,16,10,3,61,630,25,9,1,2002,3,1,0,11,4,6,6,6,2,1,1,8,6,0,1,1
14631,0,0,222,33.81120847,-3.61620284,0,2072,17,17,8,40,709,0,11,1,0,3,1,0,8,0,4,5,6,2,1,1,6,4,1,2,1
11989,250,1277,401,30.05763391,-4.69105575,3,6133,5,16,2,28,1345,1200,11,1,2002,3,1,0,9,4,3,1,6,2,1,1,6,4,1,1,1
6076,0,0,222,38.84231321,-4.91021411,5,2363,20,4,8,68,1000,570,7,1,1983,0,0,1,7,4,0,2,4,4,1,1,7,5,0,4,3
10047,0,0,344,33.25781882,-2.78180832,4,3556,13,19,4,45,88,0,7,1,0,14,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3
5409,0,904,222,37.3812083,-3.32642053,5,5742,6,3,4,73,1644,30,7,1,1975,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1
10828,2000,1885,530,35.34581793,-4.13797736,0,7323,8,21,3,63,203,163,7,1,1993,8,5,1,7,4,2,0,6,2,1,1,7,5,0,4,3
8331,700,1285,751,30.58040735,-3.68463467,3,2149,5,16,1,30,401,240,7,0,1993,3,1,0,7,4,2,0,6,2,2,2,6,4,1,2,1
11279,0,1288,326,34.08948516,-1.69833985,4,7116,9,20,3,82,50,250,7,1,1992,8,5,1,7,4,0,2,0,0,1,1,7,5,0,4,3
3311,0,0,897,30.73340786,-2.45541315,4,5628,4,18,11,89,1606,0,7,0,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,6,5
8685,0,0,222,0,-2.00E-08,4,5928,17,17,1,5,161,0,9,0,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
8885,0,0,344,33.39171887,-3.18217212,4,1562,13,19,4,45,1360,0,7,1,0,9,6,3,7,4,0,2,6,2,0,0,7,5,0,6,5
10057,10,1401,601,35.66634877,-3.49600661,0,43,0,24,11,27,212,600,7,1,1994,3,1,0,7,4,4,5,6,2,3,3,6,4,1,1,1
13793,0,136,222,38.80221888,-8.58151097,7,2057,7,80,9,37,493,430,0,1,1995,9,6,3,1,1,0,2,4,4,0,0,5,3,1,1,1
810,0,0,226,32.80010994,-3.27146557,4,1510,17,17,3,104,1733,0,9,1,0,8,5,1,11,4,0,2,6,2,3,3,7,5,0,4,3
8024,0,1349,171,36.78054232,-3.36110023,5,4459,0,2,7,65,1,90,7,1,1985,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
4611,0,0,222,39.15483341,-4.76986454,5,8433,20,4,8,68,1231,1,7,1,2009,13,10,5,7,4,0,2,4,4,2,2,4,2,2,1,1
11917,20,171,1010,38.34821181,-6.63232632,8,6718,14,6,1,3,136,50,8,1,2005,6,10,5,10,4,4,5,6,2,1,1,6,4,1,1,1
10676,30000,1389,354,36.12056019,-7.83198374,6,1220,3,11,7,34,352,120,7,1,2009,9,6,3,7,4,3,1,6,2,1,1,3,0,0,6,5
11597,1200,1365,222,30.27381905,-4.47909288,3,3339,5,16,2,28,1590,250,11,0,1974,3,1,0,9,4,2,0,6,2,1,1,6,4,1,1,1
7065,0,0,799,33.06644967,-4.62147803,3,5860,19,14,1,94,1359,0,7,1,0,0,0,1,11,4,5,3,6,2,1,1,3,0,0,4,3
5962,0,0,222,0,-2.00E-08,4,7050,13,19,2,54,1378,0,7,1,0,8,5,1,7,4,0,2,4,4,2,2,7,5,0,4,3
11977,500,51,950,39.71319823,-10.35305524,7,7784,12,99,1,77,726,400,7,1,1980,6,10,5,7,4,3,1,6,2,1,1,3,0,0,2,1
10078,0,0,594,32.58464502,-5.01918499,3,4565,19,14,3,124,348,0,7,1,0,3,1,0,7,4,0,2,6,2,1,1,5,3,1,1,1
12822,0,0,222,31.35955601,-3.18559561,3,7058,4,18,4,6,868,0,7,1,0,8,5,1,7,4,3,1,6,2,1,1,7,5,0,4,3
2333,300,2104,896,34.79559684,-9.46993616,6,1142,3,11,4,91,1916,50,7,0,2009,13,10,5,7,4,3,1,6,2,1,1,8,6,0,1,1
5522,0,3,826,39.37400575,-9.57625466,7,4641,7,80,10,47,1148,1,7,0,2010,4,2,1,7,4,0,2,4,4,2,2,3,0,0,4,3
907,0,192,720,38.5586273,-11.22407722,7,843,12,90,17,87,1470,96,7,1,2008,9,6,3,7,4,0,2,4,4,3,3,7,5,0,6,5
9162,0,265,222,36.89986682,-7.85773678,6,936,11,5,3,35,988,300,8,1,1979,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
9347,0,1558,319,34.66067252,-1.86151657,4,5595,9,20,2,103,1317,600,2,1,1994,8,5,1,1,1,0,2,6,2,2,2,7,5,0,4,3
13825,8000,914,222,31.36576891,-7.3159007,2,4174,15,15,1,75,970,400,7,1,2009,3,1,0,7,4,2,0,6,2,2,2,8,6,0,1,1
4148,30,608,473,39.237324,-10.82424291,7,5479,12,90,12,88,170,350,7,0,1999,3,1,0,7,4,4,5,6,2,2,2,8,6,0,2,1
11995,0,879,0,35.96993512,-2.98680857,0,7179,0,2,1,70,216,1,7,2,1990,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
10689,0,1881,868,35.44389939,-3.83631565,0,4238,8,21,3,63,1744,365,3,1,2003,3,1,0,3,2,0,2,6,2,1,1,6,4,1,1,1
9170,0,1364,617,30.64121317,-3.82854647,3,2493,5,16,1,30,97,450,8,0,2005,13,10,5,10,4,6,6,6,2,1,1,3,0,0,1,1
11845,100,83,1,39.17428201,-6.69710654,8,2643,1,7,1,38,760,259,7,0,2010,13,10,5,7,4,4,5,6,2,2,2,6,4,1,1,1
1742,0,0,222,31.17285859,-1.49736524,4,7461,4,18,1,26,1479,0,7,1,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
1370,0,0,0,33.53616462,-9.16931697,1,1437,10,12,4,100,743,0,7,2,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
11282,0,158,746,37.64235054,-7.42913236,8,1000,11,5,2,71,1221,800,7,1,1986,8,5,1,7,4,5,3,7,5,0,0,7,5,0,4,3
14817,0,0,222,0,-2.00E-08,4,6034,17,17,1,5,787,0,9,0,0,8,5,1,11,4,1,4,5,4,1,1,7,5,0,4,3
4730,0,1360,875,30.63665223,-5.74754975,3,104,15,15,1,75,1156,214,11,1,1985,9,6,3,8,0,0,2,6,2,1,1,3,0,0,4,3
7619,0,465,305,37.91787249,-9.79810214,7,137,7,80,13,49,817,350,7,1,1960,6,10,5,7,4,6,6,6,2,0,0,6,4,1,1,1
10264,300,1364,149,37.65800699,-3.59437171,5,8329,6,3,2,84,1390,120,10,0,1972,3,1,0,9,4,3,1,6,2,1,1,6,4,1,6,5
5793,0,151,205,38.73847402,-7.03170946,8,3188,14,6,3,39,762,1,7,0,1972,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
1652,0,0,147,33.80721007,-9.47418228,1,3108,10,12,3,46,365,0,7,1,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
7643,0,137,746,37.79057668,-7.38610247,8,2790,11,5,2,71,119,300,7,1,1986,9,6,3,7,4,0,2,7,5,0,0,7,5,0,6,5
8512,0,0,222,30.97522711,-1.70345103,4,19,4,18,1,26,1570,0,0,1,0,3,1,0,1,1,0,2,6,2,4,4,5,3,1,1,1
5049,0,-11,1071,39.37481205,-7.08805255,8,5361,14,60,13,69,1928,470,7,0,2009,13,10,5,7,4,0,2,6,2,1,1,3,0,0,2,1
10514,0,0,0,33.79862841,-9.1456791,1,1987,10,12,4,100,494,0,7,2,0,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
13308,5000,1350,222,34.81552471,-9.86145571,1,32,3,11,5,51,839,1,7,0,2009,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1
4117,0,1291,222,38.4694979,-4.9370822,5,5135,20,4,1,52,1827,1,7,1,2008,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
4926,50,1439,222,36.68692088,-3.35640144,5,6392,0,2,2,0,681,200,7,1,2000,3,1,0,7,4,4,5,6,2,2,2,8,6,0,1,1
774,0,1029,222,29.89400598,-4.85188835,3,2761,5,16,3,31,1038,145,9,1,1984,3,1,0,7,4,6,6,6,2,1,1,6,4,1,2,1
10733,0,1393,452,37.61411332,-3.23486887,5,5348,6,3,1,96,551,1,1,1,2003,3,1,0,0,0,3,1,6,2,2,2,8,6,0,1,1
5398,300,301,163,36.99734576,-7.59904062,6,6104,11,5,1,36,592,45,7,1,2008,3,1,0,11,4,5,3,6,2,1,1,6,4,1,1,1
11722,100,158,222,37.954223,-7.05318337,8,2848,11,5,2,71,1850,650,7,1,1997,8,5,1,7,4,3,1,4,4,2,2,7,5,0,4,3
2666,1000,555,198,36.84687719,-11.40299911,7,7795,16,10,1,120,1099,1,7,0,1995,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1
2188,0,1307,222,35.85873236,-4.19882237,0,3275,8,21,1,2,977,96,7,1,2012,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
7763,0,0,897,30.48087247,-2.60960906,4,146,4,18,11,89,491,0,7,0,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
5348,0,1405,875,30.43874323,-5.65050783,3,101,15,15,1,75,1156,154,11,1,1984,9,6,3,8,0,0,2,6,2,1,1,3,0,0,4,3
2942,20,434,371,37.12319095,-6.6850878,8,122,11,5,1,36,141,90,9,1,2010,13,10,5,11,4,4,5,6,2,2,2,7,5,0,1,1
10313,0,1666,465,35.25054099,-8.11153365,6,3955,3,11,1,24,1942,769,7,1,2004,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
3386,20,198,55,39.84135667,-10.45324748,7,692,12,99,1,77,1224,209,7,1,2012,13,10,5,7,4,4,5,6,2,1,1,3,0,0,2,1
4986,0,1373,222,36.69994164,-2.72546811,0,7716,0,2,6,50,822,200,7,1,2001,3,1,0,3,2,0,2,6,2,2,2,8,6,0,1,1
7008,500,1630,981,34.88622974,-8.88008464,6,5157,3,11,4,91,942,40,7,0,2009,8,5,1,7,4,5,3,6,2,1,1,1,0,0,4,3
1608,200,287,746,36.85461193,-7.95535764,6,496,11,5,3,35,571,500,0,1,1985,13,10,5,7,4,5,3,6,2,2,2,3,0,0,1,1
14605,50,-12,713,38.89519561,-6.44431432,8,6608,14,6,1,3,922,60,4,0,2007,13,10,5,4,0,4,5,6,2,1,1,3,0,0,1,1
10342,0,1473,493,35.56193433,-4.54400156,0,1814,8,21,2,17,1782,1655,7,1,2009,13,10,5,7,4,0,2,6,2,2,2,5,3,1,1,1
3003,0,1621,319,34.66432861,-1.83350848,4,7835,9,20,2,103,1317,600,2,1,1998,8,5,1,1,1,0,2,6,2,2,2,7,5,0,4,3
12209,0,1383,344,34.49473905,-1.99875226,4,6868,9,20,2,103,1475,250,9,2,1994,11,9,4,11,4,0,2,6,2,3,3,7,5,0,6,5
11050,50,2109,215,35.42793848,-4.23075925,0,115,8,21,1,2,18,1,10,1,1998,7,4,2,9,4,4,5,6,2,2,2,8,6,0,1,1
2008,0,0,305,33.01458228,-8.44029892,2,2018,10,12,1,13,1063,0,7,1,0,13,10,5,7,4,4,5,6,2,1,1,8,6,0,1,1
2411,50,-26,1,39.35034559,-6.84879096,8,7504,1,7,3,119,1166,25,5,0,2000,7,4,2,2,1,4,5,4,4,1,1,3,0,0,1,1
10021,0,0,520,32.50111235,-2.72979154,4,1379,13,19,5,102,117,0,7,1,0,4,2,1,7,4,0,2,5,4,1,1,3,0,0,4,3
6711,0,0,222,0,-2.00E-08,4,2235,17,17,1,5,81,0,9,0,0,8,5,1,11,4,1,4,5,4,1,1,7,5,0,4,3
1253,0,528,198,34.67652885,-11.03989949,1,5532,16,10,3,61,606,320,7,1,1992,3,1,0,7,4,6,6,6,2,0,0,8,6,0,1,1
3232,0,0,305,33.06457449,-8.56681701,2,4501,10,12,1,13,496,0,7,1,0,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
2679,0,1098,487,37.09068099,-3.25652794,5,815,6,3,7,106,1777,1,10,1,2003,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
40,0,1661,344,34.42808748,-1.37580693,4,519,9,20,1,118,28,50,0,1,1995,8,5,1,6,3,6,6,6,2,1,1,7,5,0,4,3
1139,0,0,0,33.62253085,-9.33970094,1,6548,10,12,4,100,712,0,7,2,0,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
7671,0,0,830,32.61096966,-3.87134207,4,1853,17,17,3,25,1957,0,0,1,0,9,6,3,4,0,6,6,3,3,2,2,7,5,0,6,5
11429,500,447,198,34.62366575,-10.53689338,1,2558,16,10,3,61,814,90,7,1,2001,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
2890,500,249,222,36.69250107,-8.20035929,6,666,11,5,3,122,1145,1500,0,1,1993,14,11,1,7,4,3,1,6,2,1,1,7,5,0,4,3
